States/UTs,Crime_Head,Count,Year,Main_Category,Month,Time_of_Day,District,Latitude,Longitude,Victim_Age,Victim_Age_Group,Victim_Caste_Category,Marital_Status,Perpetrator_Relationship,Victim_Occupation,Victim_Education_Level
15,48,-0.16471249708951385,-1.5692959901435237,4,4,0,29,-0.29714536947259973,-0.6685908259785797,20,18-30,Unknown,1,Stranger,1,4
16,48,-0.16696575629152546,-1.5692959901435237,4,2,0,8,-1.2943557294272936,-0.42447265600001904,32,31-50,OBC,0,Neighbor,5,4
17,48,-0.16689064765145842,-1.5692959901435237,4,5,3,8,-1.1026249005374884,-1.678175609931319,22,18-30,General,2,Neighbor,0,0
18,48,-0.16689064765145842,-1.5692959901435237,4,4,2,1,0.4571498054587186,-1.075342749675841,17,<18,Unknown,2,Husband,2,2
19,48,-0.06286518115858926,-1.5692959901435237,4,11,1,38,0.49190857506068714,-1.118923106750361,35,31-50,OBC,1,Neighbor,1,3
20,48,-0.15720163308280852,-1.5692959901435237,4,11,2,9,1.4787262822705496,-1.6483689418671947,61,51+,OBC,3,Stranger,5,0
22,48,-0.16606445261072084,-1.5692959901435237,4,9,2,22,-0.8010007596213806,0.8463842120562644,20,18-30,OBC,1,Unknown,2,4
23,48,-0.15344620107945584,-1.5692959901435237,4,2,1,17,-0.7674101118208324,0.14324936213586542,32,31-50,OBC,1,Husband,0,4
24,48,-0.16666532173125725,-1.5692959901435237,4,2,0,24,-0.9879020247168923,-0.27827409743322995,35,31-50,General,3,Acquaintance,5,3
25,48,-0.16711597357165958,-1.5692959901435237,4,2,2,38,1.6031081255584494,-0.9872196990566507,60,51+,ST,3,Husband,4,4
26,48,-0.16711597357165958,-1.5692959901435237,4,9,0,25,-1.3553429315602938,1.368060147101593,58,51+,OBC,1,Acquaintance,3,5
27,48,-0.16681553901139134,-1.5692959901435237,4,0,3,4,0.9642803939978142,1.0269649346234369,23,18-30,Unknown,2,Acquaintance,1,3
28,48,-0.1653133662100503,-1.5692959901435237,4,6,0,31,-1.1521302762812302,1.421381728862106,49,31-50,SC,1,Husband,0,5
30,48,-0.16426184524911153,-1.5692959901435237,4,5,1,6,-0.9304354653919965,-1.6772649966919573,60,51+,OBC,3,Neighbor,5,4
31,48,-0.16298499836797162,-1.5692959901435237,4,3,1,30,-0.18568597809503606,0.6322416666821908,20,18-30,Unknown,1,Acquaintance,2,0
32,48,-0.16711597357165958,-1.5692959901435237,4,9,3,31,0.11674072653879627,1.3579073489216187,55,51+,SC,3,Husband,5,3
34,48,0.09801752586503941,-1.5692959901435237,4,6,0,4,-1.2429613515274927,0.6558123924257725,54,51+,SC,3,Husband,0,4
41,48,-0.16711597357165958,-1.5692959901435237,4,10,2,24,-0.586655593286024,0.302612818776702,26,18-30,OBC,1,Relative,4,1
42,48,-0.16396141068884332,-1.5692959901435237,4,6,3,36,-0.8809609667672772,-1.1933090042184802,20,18-30,OBC,3,Acquaintance,2,4
43,48,-0.16711597357165958,-1.5692959901435237,4,9,1,14,0.5212458698425199,-0.17708275874801663,20,18-30,General,0,Relative,2,4
44,48,-0.16396141068884332,-1.5692959901435237,4,3,0,2,1.6807792292851524,1.0891667134827518,20,18-30,SC,3,Relative,2,0
0,48,-0.16711597357165958,-1.5692959901435237,4,2,1,37,0.8480386291968722,1.3142374556694838,17,<18,Unknown,2,Relative,1,3
8,48,-0.16689064765145842,-1.5692959901435237,4,8,2,34,-1.3751197047853405,-0.9927161614239969,20,18-30,OBC,3,Husband,2,3
10,48,-0.16711597357165958,-1.5692959901435237,4,11,3,4,-0.36325851033498063,0.9462979291397292,20,18-30,SC,1,Relative,2,3
11,48,-0.16689064765145842,-1.5692959901435237,4,8,3,12,0.2552430766588673,-0.6048137834209945,32,31-50,General,1,Husband,3,4
12,48,-0.16193347740703287,-1.5692959901435237,4,9,1,26,1.496047065071878,-0.6120186601014974,53,51+,OBC,3,Unknown,0,4
21,48,-0.16711597357165958,-1.5692959901435237,4,5,3,28,-0.2233486427563998,-1.3283826933101364,37,31-50,Unknown,1,Acquaintance,4,0
29,48,-0.16508804028984914,-1.5692959901435237,4,6,0,1,0.8073472083336637,-0.10329719922627831,61,51+,OBC,1,Relative,5,4
3,48,0.32845083359075966,-1.5692959901435237,4,5,0,14,-0.8248634551652176,-1.0098164485557783,35,31-50,OBC,1,Unknown,0,3
4,49,0.013370088509470076,-1.5692959901435237,4,2,1,17,-1.6778052492967017,-0.9527942541334825,40,31-50,SC,3,Relative,0,3
5,49,-0.16711597357165958,-1.5692959901435237,4,8,1,37,-0.7496013450707797,-1.0886685916343632,47,31-50,SC,1,Relative,5,2
6,49,-0.16689064765145842,-1.5692959901435237,4,11,3,39,-0.40168177379367637,1.2017422665440007,44,31-50,OBC,1,Neighbor,0,0
7,49,-0.1670408649315925,-1.5692959901435237,4,7,1,34,0.9972991829758604,0.9379556766666884,28,18-30,SC,2,Acquaintance,0,5
9,49,-0.16711597357165958,-1.5692959901435237,4,0,0,37,-1.3153626128990552,0.8019238087605726,54,51+,ST,1,Acquaintance,0,4
13,49,-0.16711597357165958,-1.5692959901435237,4,5,2,32,-1.0351621858070972,-1.5574485165265606,43,31-50,OBC,1,Husband,0,4
14,49,-0.16681553901139134,-1.5692959901435237,4,9,0,26,0.8321331452704263,0.1637195829084927,20,18-30,General,3,Acquaintance,2,0
15,49,-0.16711597357165958,-1.5692959901435237,4,5,3,35,0.2972774622048954,-1.255401673991234,47,31-50,Unknown,3,Acquaintance,1,4
16,49,-0.16711597357165958,-1.5692959901435237,4,9,1,1,-0.4598636008637657,-0.30729640470134306,62,51+,General,3,Stranger,3,3
17,49,-0.16711597357165958,-1.5692959901435237,4,2,1,16,-1.6271554126584191,-0.9813281466444426,32,31-50,OBC,1,Stranger,0,3
18,49,-0.16711597357165958,-1.5692959901435237,4,7,1,37,1.375626539871333,0.7692289337197398,24,18-30,OBC,1,Acquaintance,0,3
19,49,-0.16711597357165958,-1.5692959901435237,4,10,3,22,1.1761634602070705,1.3510125956129058,61,51+,Unknown,3,Relative,0,4
20,49,-0.16516314892991618,-1.5692959901435237,4,10,2,26,-1.2698298449880439,-1.5165749203049261,20,18-30,SC,1,Acquaintance,2,3
22,49,-0.16711597357165958,-1.5692959901435237,4,8,3,28,-1.0477652674542322,0.9217041423646977,64,51+,SC,3,Acquaintance,5,3
23,49,-0.16681553901139134,-1.5692959901435237,4,5,0,23,-0.7598925645677261,-0.7929649584617121,63,51+,SC,3,Husband,0,4
24,49,-0.16711597357165958,-1.5692959901435237,4,11,2,1,1.5044599687159943,-0.8019191340587586,22,18-30,SC,2,Neighbor,5,4
25,49,-0.16711597357165958,-1.5692959901435237,4,4,1,25,1.3326651895150856,1.6866500072928128,58,51+,OBC,3,Relative,4,4
26,49,-0.16711597357165958,-1.5692959901435237,4,8,0,17,-1.6456365370397303,-0.5583631579390325,16,<18,Unknown,2,Stranger,0,4
27,49,-0.16711597357165958,-1.5692959901435237,4,8,1,36,1.457746338607161,-1.467953902413494,40,31-50,Unknown,1,Relative,3,5
28,49,-0.16711597357165958,-1.5692959901435237,4,0,2,14,1.0348678194012044,0.6007803323603084,33,31-50,ST,0,Acquaintance,4,4
30,49,-0.16651510445112314,-1.5692959901435237,4,5,3,31,-0.6268644468406219,1.6010672961710029,20,18-30,SC,2,Relative,2,0
31,49,-0.1630601070080387,-1.5692959901435237,4,10,0,31,1.1097942495653537,1.3164015148643462,30,18-30,OBC,1,Neighbor,5,4
32,49,-0.16711597357165958,-1.5692959901435237,4,10,3,23,-1.6022343714773508,-0.37262069692713456,28,18-30,General,1,Husband,0,0
34,49,-0.1667404303713243,-1.5692959901435237,4,9,0,38,1.5609038561110502,1.0677664216895935,46,31-50,ST,1,Husband,0,3
41,49,-0.16711597357165958,-1.5692959901435237,4,6,1,36,-1.0646279121970004,-0.7196925127593515,52,51+,SC,3,Husband,3,3
42,49,-0.16711597357165958,-1.5692959901435237,4,1,1,20,1.1558192004264913,1.6677920916904903,32,31-50,General,1,Neighbor,1,2
43,49,-0.16711597357165958,-1.5692959901435237,4,1,3,23,-0.6825030138030317,-1.4440112439245745,20,18-30,ST,1,Unknown,2,4
44,49,-0.16711597357165958,-1.5692959901435237,4,1,1,22,-1.2808934381712866,-1.6874679846482077,15,<18,General,2,Relative,4,3
0,49,-0.16711597357165958,-1.5692959901435237,4,9,2,28,-0.689402282595762,-0.2118227553082873,16,<18,OBC,2,Husband,2,0
8,49,-0.16711597357165958,-1.5692959901435237,4,0,2,20,1.576272707897223,0.14165859891555646,20,18-30,OBC,1,Husband,2,3
10,49,-0.16711597357165958,-1.5692959901435237,4,11,2,15,0.15822869462227232,-1.2842766853574077,20,18-30,OBC,3,Relative,2,4
11,49,-0.16711597357165958,-1.5692959901435237,4,1,2,4,1.2231457821930807,-0.7028098005094011,36,31-50,OBC,1,Husband,0,3
12,49,-0.16711597357165958,-1.5692959901435237,4,2,0,7,-0.29713773025348555,-1.530649680320578,33,31-50,ST,3,Stranger,3,3
21,49,-0.16711597357165958,-1.5692959901435237,4,7,0,2,-0.014072535052026863,0.24291179088903594,20,18-30,General,1,Husband,2,4
29,49,-0.16711597357165958,-1.5692959901435237,4,9,2,31,1.4758940570193866,-0.8629275992686074,41,31-50,OBC,1,Relative,1,4
3,49,0.021256495716510698,-1.5692959901435237,4,3,0,2,0.7792801055014625,-0.5805542683656654,36,31-50,SC,1,Unknown,1,5
4,59,1.2509351508943112,-1.5692959901435237,4,8,2,10,-0.7431712208824037,0.10755062773863294,20,18-30,ST,3,Husband,2,4
5,59,-0.15517369980099807,-1.5692959901435237,4,11,3,34,0.5674017090979783,0.28142413895866614,42,31-50,OBC,3,Husband,0,4
6,59,0.21533722164977703,-1.5692959901435237,4,9,0,9,1.0272913570754865,0.9650406683029633,53,51+,General,3,Relative,0,0
7,59,0.26423294633342886,-1.5692959901435237,4,9,2,30,-1.6052477217414083,-0.8532402709985513,20,18-30,OBC,1,Acquaintance,2,5
9,59,0.09861839498557584,-1.5692959901435237,4,10,2,5,1.0522400286178337,-1.4283563622932212,20,18-30,OBC,1,Husband,2,4
13,59,-0.1614077169265635,-1.5692959901435237,4,6,3,29,0.350314286553465,-0.7839741437464096,56,51+,SC,3,Husband,0,3
14,59,0.23644274950861907,-1.5692959901435237,4,3,3,17,-0.1333872459440774,-0.5424281193906254,20,18-30,OBC,1,Relative,2,0
15,59,0.1622354131223702,-1.5692959901435237,4,0,1,32,1.3728662771874642,0.2988336806629328,51,51+,SC,3,Husband,0,5
16,59,-0.10417493319546871,-1.5692959901435237,4,9,2,5,-1.117021143388348,0.22825443328659542,19,18-30,OBC,1,Relative,2,4
17,59,-0.015696955196479644,-1.5692959901435237,4,8,1,5,1.5824773203776548,1.4385368393664606,26,18-30,Unknown,2,Relative,5,5
18,59,0.019904540195303733,-1.5692959901435237,4,0,0,6,1.5252848982484886,0.9891661164687301,53,51+,SC,1,Stranger,0,5
19,59,0.29630433564206077,-1.5692959901435237,4,0,2,14,-0.9128994736118342,-0.8102239272764945,20,18-30,Unknown,1,Relative,2,4
20,59,0.2706922893791955,-1.5692959901435237,4,7,2,3,-0.4173187618122757,0.9559866092709997,20,18-30,Unknown,3,Neighbor,2,3
22,59,0.9790418738515774,-1.5692959901435237,4,4,0,21,1.3134908523028914,0.5199469399407406,61,51+,General,3,Acquaintance,4,3
23,59,0.6832640492675206,-1.5692959901435237,4,4,3,2,-1.1302235745313682,0.8759679405215354,63,51+,OBC,3,Husband,4,4
24,59,-0.15434750476026046,-1.5692959901435237,4,0,2,26,1.048176350013076,0.5949158029297806,41,31-50,General,1,Relative,0,4
25,59,-0.16178326012689878,-1.5692959901435237,4,1,3,24,-1.6185757495093378,-1.418490672611632,57,51+,SC,1,Relative,0,4
26,59,-0.15554924300133333,-1.5692959901435237,4,10,2,39,0.9936665544493571,-0.5583848779216726,20,18-30,General,1,Acquaintance,2,4
27,59,-0.16516314892991618,-1.5692959901435237,4,3,1,24,1.046342964909176,0.6228000531337685,55,51+,SC,3,Relative,4,4
28,59,0.19182821730878927,-1.5692959901435237,4,1,3,37,-0.056591990100444196,-0.9309379708884052,20,18-30,OBC,1,Relative,2,4
30,59,0.0052583553822282934,-1.5692959901435237,4,5,1,7,-0.8748822000556911,-0.1079951590712099,20,18-30,SC,2,Husband,2,4
31,59,0.7378680305962685,-1.5692959901435237,4,9,2,33,-1.2408798764198308,-0.10577009046281818,55,51+,OBC,3,Unknown,1,4
32,59,-0.16501293164978206,-1.5692959901435237,4,10,1,14,-1.120379653838081,0.8893183557325481,24,18-30,SC,2,Relative,2,4
34,59,0.568798481805331,-1.5692959901435237,4,0,2,30,-0.9009126246964467,-0.33206207724718256,55,51+,OBC,1,Relative,0,4
41,59,-0.12685774249571888,-1.5692959901435237,4,2,2,24,0.0331714609582195,0.6363830145851367,20,18-30,SC,1,Neighbor,0,4
42,59,1.008108917557527,-1.5692959901435237,4,2,1,6,-1.0227572721715215,0.30933868557122546,36,31-50,OBC,1,Acquaintance,0,4
43,59,-0.101771456713323,-1.5692959901435237,4,5,2,34,-0.11656130960287166,0.40701408248311743,20,18-30,ST,1,Relative,2,3
44,59,0.3467773417671207,-1.5692959901435237,4,1,0,37,1.2577361304940535,1.0343659035799913,20,18-30,OBC,1,Relative,2,4
0,59,-0.16508804028984914,-1.5692959901435237,4,5,2,15,0.010014109224844163,1.3612907738762716,20,18-30,SC,2,Relative,2,4
8,59,-0.15292044059898646,-1.5692959901435237,4,0,2,38,-0.49592528331901115,0.050761526710354006,25,18-30,SC,1,Stranger,5,5
10,59,-0.16598934397065376,-1.5692959901435237,4,7,0,10,0.043195997263633455,-1.4199954211400365,16,<18,SC,2,Husband,0,5
11,59,-0.16651510445112314,-1.5692959901435237,4,9,3,31,-0.19542611390846337,-0.9424148678723255,20,18-30,OBC,2,Relative,1,5
12,59,-0.0006752271830689357,-1.5692959901435237,4,2,0,4,1.46534058992943,-1.1447701721302082,61,51+,Unknown,3,Husband,0,5
21,59,-0.16696575629152546,-1.5692959901435237,4,4,0,37,-1.3493887499611843,-1.0766366766940678,50,31-50,General,3,Husband,4,4
29,59,-0.15652565532220503,-1.5692959901435237,4,3,0,32,-0.8227435664838246,-0.9334912438639726,20,18-30,ST,1,Acquaintance,2,4
33,59,10.575973249779276,-1.5692959901435237,4,5,0,17,0.6938946081081451,-0.48860983011237563,59,51+,General,3,Husband,0,4
4,57,-0.09606320006822693,-1.344588880961157,5,0,3,7,0.5807270524445496,-0.8671293987494623,37,31-50,Unknown,1,Relative,1,4
5,57,-0.1647876057295809,-1.344588880961157,5,7,2,6,-1.0444360603941967,1.2116132224312182,53,51+,SC,1,Husband,3,4
6,57,-0.08487201269823595,-1.344588880961157,5,2,1,34,-1.1052035605929638,-1.352861072203642,20,18-30,OBC,1,Husband,2,2
7,57,-0.09313396310561184,-1.344588880961157,5,11,3,7,-0.43182127022794436,-1.320080110070961,20,18-30,SC,3,Husband,2,3
9,57,-0.0996684147914455,-1.344588880961157,5,1,3,2,-1.3817684566614326,0.2479134791731663,24,18-30,Unknown,2,Relative,0,3
13,57,-0.1647876057295809,-1.344588880961157,5,4,2,27,0.2203028609649838,0.8033129761223463,19,18-30,SC,1,Relative,2,4
14,57,-0.14939033451583494,-1.344588880961157,5,11,0,9,-1.0667591073528588,-1.6077068804732013,39,31-50,SC,1,Neighbor,5,4
15,57,-0.14060262362798967,-1.344588880961157,5,0,0,24,-1.2422864761683017,-0.050110248125368906,25,18-30,OBC,1,Acquaintance,0,3
16,57,-0.15765228492321082,-1.344588880961157,5,3,3,34,-1.3722312064627333,-1.559103441525095,57,51+,SC,3,Husband,5,4
17,57,-0.15126805051751127,-1.344588880961157,5,1,1,23,-1.663239374317265,-0.5965517037953462,47,31-50,OBC,1,Husband,5,2
18,57,-0.11363862184391746,-1.344588880961157,5,7,0,27,-1.3158423553814516,-1.0835180692462472,20,18-30,General,1,Relative,2,3
19,57,-0.1430061001101354,-1.344588880961157,5,1,3,17,-1.0422236419252067,-0.7302304821921156,55,51+,OBC,1,Husband,5,4
20,57,-0.13752316938524048,-1.344588880961157,5,9,1,8,-0.5940943560882255,-1.1754197986549852,20,18-30,OBC,2,Husband,0,3
22,57,0.03853148293193301,-1.344588880961157,5,11,1,26,-1.5805217741237745,1.220128812234562,20,18-30,OBC,1,Neighbor,2,2
23,57,-0.07187821796663568,-1.344588880961157,5,11,1,39,0.8144856373812989,-0.7683432644761989,20,18-30,Unknown,1,Acquaintance,2,4
24,57,-0.1657640180504526,-1.344588880961157,5,10,1,14,-0.028551186591484597,-0.8446772580462251,35,31-50,OBC,1,Relative,0,4
25,57,-0.16411162796897744,-1.344588880961157,5,6,3,30,-0.7760967655017552,0.22144713079978734,60,51+,OBC,3,Unknown,0,3
26,57,-0.1630601070080387,-1.344588880961157,5,1,3,15,-0.9951279433165192,1.51437641017102,25,18-30,OBC,2,Relative,0,2
27,57,-0.16606445261072084,-1.344588880961157,5,10,1,34,-0.7618919572040298,-0.5010616682776832,30,18-30,OBC,1,Husband,0,5
28,57,-0.11266220952304576,-1.344588880961157,5,2,0,34,-0.20861815150731777,-0.677392091710962,54,51+,General,1,Stranger,4,4
30,57,-0.13857469034617922,-1.344588880961157,5,11,0,31,-0.2753913517304857,-1.230525662746702,30,18-30,ST,2,Husband,3,0
31,57,-0.08825190150125337,-1.344588880961157,5,5,3,28,0.679594624436851,-0.936987575934937,37,31-50,General,1,Relative,4,0
32,57,-0.16636488717098905,-1.344588880961157,5,11,1,2,-0.32239322404715914,-1.478379986637326,34,31-50,OBC,1,Relative,0,0
34,57,-0.12528046105431076,-1.344588880961157,5,1,1,11,0.46277624747025964,0.848355952080257,15,<18,ST,2,Husband,1,0
41,57,-0.15855358860401547,-1.344588880961157,5,7,3,21,0.015886246590513825,0.8575005513939514,59,51+,SC,1,Relative,0,0
42,57,-0.0986920024705738,-1.344588880961157,5,2,3,18,1.3719841558959245,0.854074240748988,15,<18,OBC,2,Relative,2,0
43,57,-0.15907934908448484,-1.344588880961157,5,1,3,33,0.5708234794037889,-0.11108934625705114,45,31-50,General,1,Husband,0,3
44,57,-0.09185711622447193,-1.344588880961157,5,1,2,0,-1.3406420364599712,-0.7702193499340254,63,51+,General,3,Neighbor,5,0
0,57,-0.16696575629152546,-1.344588880961157,5,8,2,16,0.8418529922833936,-0.6735703432640384,35,31-50,OBC,1,Husband,4,0
8,57,-0.1657640180504526,-1.344588880961157,5,0,1,30,-0.6230205131877558,-1.2237520547182088,17,<18,General,2,Husband,2,4
10,57,-0.1670408649315925,-1.344588880961157,5,9,2,34,-0.578453348308465,1.2593164820398204,15,<18,OBC,2,Acquaintance,1,0
11,57,-0.1667404303713243,-1.344588880961157,5,8,0,8,0.6477707584561444,-1.1557962192449838,39,31-50,General,3,Relative,3,4
12,57,-0.13031273993880335,-1.344588880961157,5,11,1,10,0.8487117778750654,-1.0319807710038211,22,18-30,SC,2,Relative,5,3
21,57,-0.16696575629152546,-1.344588880961157,5,1,2,32,1.0840045421797382,0.014999547996458607,24,18-30,SC,1,Stranger,0,4
29,57,-0.16696575629152546,-1.344588880961157,5,9,1,25,1.5994815529622561,-1.3756321892486436,50,31-50,OBC,3,Neighbor,0,0
3,57,1.023130645570938,-1.344588880961157,5,0,0,27,0.1899669638279428,1.5823606667756267,20,18-30,General,0,Husband,2,4
4,55,-0.09718982966923273,-1.344588880961157,3,8,0,22,0.2662901594259516,-1.450381765868696,61,51+,SC,1,Relative,1,3
5,55,-0.16328543292823985,-1.344588880961157,3,1,1,12,-1.6602762793127668,0.4085395824965764,20,18-30,OBC,3,Acquaintance,2,4
6,55,-0.06564420084107024,-1.344588880961157,3,3,2,1,-1.0211525856670682,-0.9538671749873754,20,18-30,SC,0,Husband,2,3
7,55,-0.11649275016646549,-1.344588880961157,3,2,1,16,0.6024098162157928,0.9361531815959422,20,18-30,Unknown,1,Stranger,2,4
9,55,-0.1559247862016686,-1.344588880961157,3,8,0,4,1.2993959015444245,0.7325837326822937,53,51+,OBC,3,Husband,1,4
13,55,-0.16613956125078788,-1.344588880961157,3,0,2,27,0.7967911064121495,1.5203213450782649,57,51+,General,3,Acquaintance,0,0
14,55,-0.10259765175406059,-1.344588880961157,3,8,2,31,1.6089481227588582,-0.05919554239138408,20,18-30,SC,0,Husband,2,3
15,55,-0.14676153211348805,-1.344588880961157,3,6,3,5,-0.9709204994810828,0.6582327023141759,23,18-30,OBC,1,Relative,0,3
16,55,-0.15990554412522243,-1.344588880961157,3,6,1,20,0.2066623630857024,1.2189939918039174,21,18-30,General,2,Husband,0,3
17,55,-0.12092415993042165,-1.344588880961157,3,11,0,12,0.549612851159072,-1.632374553169503,47,31-50,Unknown,0,Acquaintance,0,0
18,55,-0.14743750987409154,-1.344588880961157,3,3,0,38,-0.04555797753180693,-0.6828939389723659,35,31-50,SC,1,Unknown,4,3
19,55,-0.1487894653952985,-1.344588880961157,3,7,1,27,-0.5668386188645658,-1.661905604149011,30,18-30,OBC,2,Stranger,0,5
20,55,-0.1594548922848201,-1.344588880961157,3,7,1,13,0.8725885306336151,-0.7452145213891798,46,31-50,OBC,3,Husband,5,3
22,55,-0.12144992041089102,-1.344588880961157,3,0,0,10,-0.44747440659741383,0.41956201554866573,57,51+,OBC,3,Relative,0,4
23,55,-0.12009796488968406,-1.344588880961157,3,5,0,24,-0.3235505950188642,-1.4375345290686108,20,18-30,SC,3,Stranger,2,3
24,55,-0.16178326012689878,-1.344588880961157,3,2,1,26,-0.2313736752965601,1.3051874486605104,20,18-30,General,1,Husband,2,5
25,55,-0.16636488717098905,-1.344588880961157,3,7,1,30,-0.37337409709852776,0.7417417817688439,37,31-50,OBC,1,Stranger,5,4
26,55,-0.16696575629152546,-1.344588880961157,3,2,2,39,-0.9670237114656546,1.701612668329914,19,18-30,ST,1,Husband,0,0
27,55,-0.16689064765145842,-1.344588880961157,3,0,3,39,1.6939868452509068,0.8902964231671733,46,31-50,General,1,Relative,5,4
28,55,-0.1391004508266486,-1.344588880961157,3,3,0,23,-1.0963488225827,-0.14685214866864782,23,18-30,General,1,Neighbor,0,3
30,55,-0.14495892475187877,-1.344588880961157,3,5,2,17,-0.1579674987284663,0.42202307592253024,58,51+,ST,3,Husband,1,4
31,55,-0.035675853454315884,-1.344588880961157,3,5,1,35,1.6645095040933218,-0.33973129273686836,20,18-30,OBC,3,Husband,2,4
32,55,-0.16711597357165958,-1.344588880961157,3,6,3,25,-1.7450385249264597,-0.7655909676203663,20,18-30,SC,2,Stranger,2,0
34,55,-0.11964731304928174,-1.344588880961157,3,11,0,22,1.6844985407825586,0.81423341308547,25,18-30,Unknown,2,Acquaintance,0,4
41,55,-0.16493782300971502,-1.344588880961157,3,1,3,4,-1.0131424228973844,-0.5299423493901444,25,18-30,General,1,Relative,5,3
42,55,-0.05452812211114632,-1.344588880961157,3,5,2,38,-0.32207919275329944,-0.7433547009937623,44,31-50,ST,1,Husband,5,4
43,55,-0.1570514158026744,-1.344588880961157,3,4,1,6,-0.07556988717701223,0.15382785535918872,61,51+,SC,3,Relative,0,3
44,55,-0.10695395287794969,-1.344588880961157,3,0,2,34,0.04229595553269818,-1.359227305934798,20,18-30,OBC,3,Husband,2,2
0,55,-0.16696575629152546,-1.344588880961157,3,5,3,6,0.17031173341099853,0.6856201476759135,20,18-30,ST,3,Unknown,2,5
8,55,-0.16501293164978206,-1.344588880961157,3,5,2,12,-1.312214550807328,0.9488952200932276,20,18-30,General,3,Neighbor,2,4
10,55,-0.16681553901139134,-1.344588880961157,3,10,2,26,-0.39288024623658857,-0.8215410838766192,56,51+,ST,3,Husband,0,0
11,55,-0.1670408649315925,-1.344588880961157,3,2,1,32,-1.7359311268837307,-1.4070352000761601,58,51+,OBC,3,Husband,5,4
12,55,-0.1072543874382179,-1.344588880961157,3,4,1,27,0.5008358300880604,-1.6061586480647982,20,18-30,OBC,1,Husband,2,5
21,55,-0.16711597357165958,-1.344588880961157,3,10,3,18,1.1335911233125873,0.7092112569704156,57,51+,OBC,3,Husband,1,0
29,55,-0.16613956125078788,-1.344588880961157,3,5,3,23,-0.5484612267859766,0.9102838182208043,57,51+,ST,3,Husband,0,5
2,55,0.8315285047598843,-1.344588880961157,3,1,2,31,-0.5651025301437645,-0.3829040595011095,44,31-50,OBC,1,Husband,0,5
4,45,-0.13211534730041263,-1.344588880961157,2,4,0,15,-0.3623145810333235,0.6813662736465177,20,18-30,OBC,1,Relative,2,4
5,45,-0.16711597357165958,-1.344588880961157,2,6,2,28,1.292356336634539,-0.16359283596982316,64,51+,Unknown,3,Stranger,3,0
6,45,-0.16260945516763636,-1.344588880961157,2,8,3,0,-0.7117484097229198,1.6781481651702819,27,18-30,General,1,Relative,5,4
7,45,-0.09884221975070791,-1.344588880961157,2,5,2,23,1.5304819977438142,0.06908968718856744,61,51+,OBC,3,Relative,0,0
9,45,-0.16118239100636234,-1.344588880961157,2,5,1,23,-0.7636998758543463,1.6219206277652798,23,18-30,OBC,2,Husband,4,0
13,45,-0.16696575629152546,-1.344588880961157,2,11,2,37,1.1576577249455968,-0.8099043254467051,20,18-30,OBC,1,Husband,2,4
14,45,-0.1630601070080387,-1.344588880961157,2,2,1,33,0.18212136032950732,0.23112405009455578,51,51+,Unknown,3,Husband,3,3
15,45,-0.1504418554767737,-1.344588880961157,2,2,0,20,0.4853770833458488,-1.120588413425843,42,31-50,General,1,Stranger,5,0
16,45,-0.16666532173125725,-1.344588880961157,2,11,1,14,-0.6213183546447658,1.2654184120674794,48,31-50,General,1,Stranger,5,4
17,45,-0.16636488717098905,-1.344588880961157,2,10,0,6,0.6272617159514821,0.7238881554359267,25,18-30,SC,1,Acquaintance,4,3
18,45,-0.14743750987409154,-1.344588880961157,2,0,0,18,-0.855932095971048,1.2080851281495766,28,18-30,OBC,1,Stranger,3,5
19,45,-0.15254489739865118,-1.344588880961157,2,1,2,31,-0.5745937084306594,1.6259846109890785,53,51+,OBC,3,Stranger,5,4
20,45,-0.1646373884494468,-1.344588880961157,2,0,3,23,1.6987180886028517,-0.9525360403333151,49,31-50,ST,0,Husband,5,4
22,45,-0.11844557480820889,-1.344588880961157,2,8,3,3,0.6601282463186214,1.5894908753781076,42,31-50,SC,1,Husband,3,4
23,45,-0.13947599402698388,-1.344588880961157,2,5,2,25,-0.9643223913379017,0.8548353492947335,20,18-30,OBC,0,Acquaintance,2,3
24,45,-0.16711597357165958,-1.344588880961157,2,1,0,7,0.3239299568346132,0.2868854778590053,20,18-30,Unknown,1,Husband,2,3
25,45,-0.16711597357165958,-1.344588880961157,2,4,3,19,-1.195817176797888,-1.2717200191971998,15,<18,SC,2,Relative,3,3
26,45,-0.16711597357165958,-1.344588880961157,2,5,1,11,0.5588938248546899,0.3889357089265605,47,31-50,SC,1,Husband,0,4
27,45,-0.16711597357165958,-1.344588880961157,2,6,3,39,0.8453878882755423,1.6386527386405239,54,51+,OBC,3,Acquaintance,0,0
28,45,-0.14616066299295163,-1.344588880961157,2,9,0,29,0.5256925358521056,-0.8403171863574495,20,18-30,General,1,Relative,2,4
30,45,-0.15885402316428368,-1.344588880961157,2,9,0,2,0.09621667565120344,-0.9340923651539903,20,18-30,General,1,Relative,2,0
31,45,-0.13789871258557573,-1.344588880961157,2,5,1,5,-0.713372500775972,-1.123392243610978,60,51+,ST,3,Acquaintance,4,1
32,45,-0.16711597357165958,-1.344588880961157,2,2,2,5,-1.0742378706024005,1.1901652036466992,27,18-30,General,2,Husband,1,3
34,45,-0.1505920727569078,-1.344588880961157,2,7,3,23,0.35114081588648016,0.5572636255168807,20,18-30,SC,1,Acquaintance,2,0
41,45,-0.1656138007703185,-1.344588880961157,2,1,2,31,-0.796982713192367,1.3296881564082996,20,18-30,OBC,0,Neighbor,2,3
