STATE/UT,CRIME HEAD,year,State/UTs,Crime Head,States/UTs
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,,,
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,,,
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,,,
Assam,TOTAL CRIMES AGAINST WOMEN,2004,,,
Bihar,TOTAL CRIMES AGAINST WOMEN,2004,,,
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2004,,,
Goa,TOTAL CRIMES AGAINST WOMEN,2004,,,
Gujarat,TOTAL CRIMES AGAINST WOMEN,2004,,,
Haryana,TOTAL CRIMES AGAINST WOMEN,2004,,,
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,,,
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2004,,,
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2004,,,
Karnataka,TOTAL CRIMES AGAINST WOMEN,2004,,,
Kerala,TOTAL CRIMES AGAINST WOMEN,2004,,,
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,,,
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2004,,,
Manipur,TOTAL CRIMES AGAINST WOMEN,2004,,,
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2004,,,
Mizoram,TOTAL CRIMES AGAINST WOMEN,2004,,,
Nagaland,TOTAL CRIMES AGAINST WOMEN,2004,,,
Odisha,TOTAL CRIMES AGAINST WOMEN,2004,,,
Punjab,TOTAL CRIMES AGAINST WOMEN,2004,,,
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2004,,,
Sikkim,TOTAL CRIMES AGAINST WOMEN,2004,,,
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2004,,,
Tripura,TOTAL CRIMES AGAINST WOMEN,2004,,,
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,,,
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2004,,,
West Bengal,TOTAL CRIMES AGAINST WOMEN,2004,,,
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2004,,,
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2004,,,
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2004,,,
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2004,,,
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2004,,,
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2004,,,
Puducherry,TOTAL CRIMES AGAINST WOMEN,2004,,,
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2004,,,
Andhra Pradesh,RAPE,2005,,,
Arunachal Pradesh,RAPE,2005,,,
Assam,RAPE,2005,,,
Bihar,RAPE,2005,,,
Chhattisgarh,RAPE,2005,,,
Goa,RAPE,2005,,,
Gujarat,RAPE,2005,,,
Haryana,RAPE,2005,,,
Himachal Pradesh,RAPE,2005,,,
Jammu & Kashmir,RAPE,2005,,,
Jharkhand,RAPE,2005,,,
Karnataka,RAPE,2005,,,
Kerala,RAPE,2005,,,
Madhya Pradesh,RAPE,2005,,,
Maharashtra,RAPE,2005,,,
Manipur,RAPE,2005,,,
Meghalaya,RAPE,2005,,,
Mizoram,RAPE,2005,,,
Nagaland,RAPE,2005,,,
Odisha,RAPE,2005,,,
Punjab,RAPE,2005,,,
Rajasthan,RAPE,2005,,,
Sikkim,RAPE,2005,,,
Tamil Nadu,RAPE,2005,,,
Tripura,RAPE,2005,,,
Uttar Pradesh,RAPE,2005,,,
Uttarakhand,RAPE,2005,,,
West Bengal,RAPE,2005,,,
A&N Islands,RAPE,2005,,,
Chandigarh,RAPE,2005,,,
D&N Haveli,RAPE,2005,,,
Daman & Diu,RAPE,2005,,,
Delhi UT,RAPE,2005,,,
Lakshadweep,RAPE,2005,,,
Puducherry,RAPE,2005,,,
All India,RAPE,2005,,,
Andhra Pradesh,KIDNAPPING & ABDUCTION,2005,,,
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2005,,,
Assam,KIDNAPPING & ABDUCTION,2005,,,
Bihar,KIDNAPPING & ABDUCTION,2005,,,
Chhattisgarh,KIDNAPPING & ABDUCTION,2005,,,
Goa,KIDNAPPING & ABDUCTION,2005,,,
Gujarat,KIDNAPPING & ABDUCTION,2005,,,
Haryana,KIDNAPPING & ABDUCTION,2005,,,
Himachal Pradesh,KIDNAPPING & ABDUCTION,2005,,,
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2005,,,
Jharkhand,KIDNAPPING & ABDUCTION,2005,,,
Karnataka,KIDNAPPING & ABDUCTION,2005,,,
Kerala,KIDNAPPING & ABDUCTION,2005,,,
Madhya Pradesh,KIDNAPPING & ABDUCTION,2005,,,
Maharashtra,KIDNAPPING & ABDUCTION,2005,,,
Manipur,KIDNAPPING & ABDUCTION,2005,,,
Meghalaya,KIDNAPPING & ABDUCTION,2005,,,
Mizoram,KIDNAPPING & ABDUCTION,2005,,,
Nagaland,KIDNAPPING & ABDUCTION,2005,,,
Odisha,KIDNAPPING & ABDUCTION,2005,,,
Punjab,KIDNAPPING & ABDUCTION,2005,,,
Rajasthan,KIDNAPPING & ABDUCTION,2005,,,
Sikkim,KIDNAPPING & ABDUCTION,2005,,,
Tamil Nadu,KIDNAPPING & ABDUCTION,2005,,,
Tripura,KIDNAPPING & ABDUCTION,2005,,,
Uttar Pradesh,KIDNAPPING & ABDUCTION,2005,,,
Uttarakhand,KIDNAPPING & ABDUCTION,2005,,,
West Bengal,KIDNAPPING & ABDUCTION,2005,,,
A&N Islands,KIDNAPPING & ABDUCTION,2005,,,
Chandigarh,KIDNAPPING & ABDUCTION,2005,,,
D&N Haveli,KIDNAPPING & ABDUCTION,2005,,,
Daman & Diu,KIDNAPPING & ABDUCTION,2005,,,
Delhi UT,KIDNAPPING & ABDUCTION,2005,,,
Lakshadweep,KIDNAPPING & ABDUCTION,2005,,,
Puducherry,KIDNAPPING & ABDUCTION,2005,,,
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2005,,,
Andhra Pradesh,DOWRY DEATH,2005,,,
Arunachal Pradesh,DOWRY DEATH,2005,,,
Assam,DOWRY DEATH,2005,,,
Bihar,DOWRY DEATH,2005,,,
Chhattisgarh,DOWRY DEATH,2005,,,
Goa,DOWRY DEATH,2005,,,
Gujarat,DOWRY DEATH,2005,,,
Haryana,DOWRY DEATH,2005,,,
Himachal Pradesh,DOWRY DEATH,2005,,,
Jammu & Kashmir,DOWRY DEATH,2005,,,
Jharkhand,DOWRY DEATH,2005,,,
Karnataka,DOWRY DEATH,2005,,,
Kerala,DOWRY DEATH,2005,,,
Madhya Pradesh,DOWRY DEATH,2005,,,
Maharashtra,DOWRY DEATH,2005,,,
Manipur,DOWRY DEATH,2005,,,
Meghalaya,DOWRY DEATH,2005,,,
Mizoram,DOWRY DEATH,2005,,,
Nagaland,DOWRY DEATH,2005,,,
Odisha,DOWRY DEATH,2005,,,
Punjab,DOWRY DEATH,2005,,,
Rajasthan,DOWRY DEATH,2005,,,
Sikkim,DOWRY DEATH,2005,,,
Tamil Nadu,DOWRY DEATH,2005,,,
Tripura,DOWRY DEATH,2005,,,
Uttar Pradesh,DOWRY DEATH,2005,,,
Uttarakhand,DOWRY DEATH,2005,,,
West Bengal,DOWRY DEATH,2005,,,
A&N Islands,DOWRY DEATH,2005,,,
Chandigarh,DOWRY DEATH,2005,,,
D&N Haveli,DOWRY DEATH,2005,,,
Daman & Diu,DOWRY DEATH,2005,,,
Delhi UT,DOWRY DEATH,2005,,,
Lakshadweep,DOWRY DEATH,2005,,,
Puducherry,DOWRY DEATH,2005,,,
ALL INDIA,DOWRY DEATH,2005,,,
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,,,
Assam,INSULT TO THE MODESTY OF WOMEN,2005,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,2005,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2005,,,
Goa,INSULT TO THE MODESTY OF WOMEN,2005,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,2005,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,2005,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2005,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2005,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,2005,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,2005,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2005,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,2005,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2005,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,2005,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,2005,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,2005,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,2005,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2005,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,2005,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2005,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,2005,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2005,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,2005,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2005,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2005,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2005,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2005,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2005,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2005,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,2005,,,
All India,INSULT TO THE MODESTY OF WOMEN,2005,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
All India,CRUELTY BY HUSBAND OR RELATIVES,2005,,,
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2005,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,,,
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,,,
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,,,
Assam,TOTAL CRIMES AGAINST WOMEN,2005,,,
Bihar,TOTAL CRIMES AGAINST WOMEN,2005,,,
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2005,,,
Goa,TOTAL CRIMES AGAINST WOMEN,2005,,,
Gujarat,TOTAL CRIMES AGAINST WOMEN,2005,,,
Haryana,TOTAL CRIMES AGAINST WOMEN,2005,,,
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,,,
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2005,,,
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2005,,,
Karnataka,TOTAL CRIMES AGAINST WOMEN,2005,,,
Kerala,TOTAL CRIMES AGAINST WOMEN,2005,,,
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,,,
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2005,,,
Manipur,TOTAL CRIMES AGAINST WOMEN,2005,,,
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2005,,,
Mizoram,TOTAL CRIMES AGAINST WOMEN,2005,,,
Nagaland,TOTAL CRIMES AGAINST WOMEN,2005,,,
Odisha,TOTAL CRIMES AGAINST WOMEN,2005,,,
Punjab,TOTAL CRIMES AGAINST WOMEN,2005,,,
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2005,,,
Sikkim,TOTAL CRIMES AGAINST WOMEN,2005,,,
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2005,,,
Tripura,TOTAL CRIMES AGAINST WOMEN,2005,,,
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,,,
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2005,,,
West Bengal,TOTAL CRIMES AGAINST WOMEN,2005,,,
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2005,,,
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2005,,,
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2005,,,
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2005,,,
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2005,,,
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2005,,,
Puducherry,TOTAL CRIMES AGAINST WOMEN,2005,,,
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2005,,,
Andhra Pradesh,RAPE,2006,,,
Arunachal Pradesh,RAPE,2006,,,
Assam,RAPE,2006,,,
Bihar,RAPE,2006,,,
Chhattisgarh,RAPE,2006,,,
Goa,RAPE,2006,,,
Gujarat,RAPE,2006,,,
Haryana,RAPE,2006,,,
Himachal Pradesh,RAPE,2006,,,
Jammu & Kashmir,RAPE,2006,,,
Jharkhand,RAPE,2006,,,
Karnataka,RAPE,2006,,,
Kerala,RAPE,2006,,,
Madhya Pradesh,RAPE,2006,,,
Maharashtra,RAPE,2006,,,
Manipur,RAPE,2006,,,
Meghalaya,RAPE,2006,,,
Mizoram,RAPE,2006,,,
Nagaland,RAPE,2006,,,
Odisha,RAPE,2006,,,
Punjab,RAPE,2006,,,
Rajasthan,RAPE,2006,,,
Sikkim,RAPE,2006,,,
Tamil Nadu,RAPE,2006,,,
Tripura,RAPE,2006,,,
Uttar Pradesh,RAPE,2006,,,
Uttarakhand,RAPE,2006,,,
West Bengal,RAPE,2006,,,
A&N Islands,RAPE,2006,,,
Chandigarh,RAPE,2006,,,
D&N Haveli,RAPE,2006,,,
Daman & Diu,RAPE,2006,,,
Delhi UT,RAPE,2006,,,
Lakshadweep,RAPE,2006,,,
Puducherry,RAPE,2006,,,
All India,RAPE,2006,,,
Andhra Pradesh,KIDNAPPING & ABDUCTION,2006,,,
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2006,,,
Assam,KIDNAPPING & ABDUCTION,2006,,,
Bihar,KIDNAPPING & ABDUCTION,2006,,,
Chhattisgarh,KIDNAPPING & ABDUCTION,2006,,,
Goa,KIDNAPPING & ABDUCTION,2006,,,
Gujarat,KIDNAPPING & ABDUCTION,2006,,,
Haryana,KIDNAPPING & ABDUCTION,2006,,,
Himachal Pradesh,KIDNAPPING & ABDUCTION,2006,,,
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2006,,,
Jharkhand,KIDNAPPING & ABDUCTION,2006,,,
Karnataka,KIDNAPPING & ABDUCTION,2006,,,
Kerala,KIDNAPPING & ABDUCTION,2006,,,
Madhya Pradesh,KIDNAPPING & ABDUCTION,2006,,,
Maharashtra,KIDNAPPING & ABDUCTION,2006,,,
